id,type,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,name,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki,image_blob
a60a3e8d-9d09-4719-acd4-9380b13ce20c,character,unidentified-giant-at-the-battle-of-hogwarts-iii,[],,,,,"2 May 1998, Hogwarts Castle",,[],Male,Bald (possibly),,,https://static.wikia.nocookie.net/harrypotter/images/b/b4/Giant_%28III%29.jpg,[],,Giant at the Battle of Hogwarts,,,[],Light,Giant,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_giant_at_the_Battle_of_Hogwarts_(III),
f1f1e5af-5fc1-4e52-ac10-209dec421850,character,unidentified-giant-at-the-battle-of-hogwarts-iv,[],,,,,,,[],Male,,,,,[],,Giant at the Battle of Hogwarts,,,[],Light,Giant,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_giant_at_the_Battle_of_Hogwarts_(IV),
d2a7caa4-8095-4c0c-a8f6-616f2c8f07a3,character,unidentified-giant-at-the-battle-of-hogwarts-i,[],,,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/9/9d/Giant_Battle_of_hogwarts.jpg,[],,Giant at the Battle of Hogwarts,,,[],Light brown,Giant,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_giant_at_the_Battle_of_Hogwarts_(I),
c41baf05-a9bd-4762-b85d-e631b88cad5e,character,giant-dung-beetle-at-the-magical-creatures-reserve,"[""Super Beetle""]",,,,,,Red,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/8/80/Giant_Dung_Beetle_In-Game_HM.png,[],,Giant Dung Beetle at the Magical Creatures Reserve,,,[],Bronze and yellow,Giant Dung Beetle,[],[],,https://harrypotter.fandom.com/wiki/Giant_Dung_Beetle_at_the_Magical_Creatures_Reserve,
7b8169e6-eeb9-40de-8c51-d5694dc946fa,character,giant-rat-creature,[],,,,In or before 1993,,Red,[],,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/b/b1/Giant_Rat.jpg,[],,Giant rat (creature),,,[],Pink,Rat,[],[],,https://harrypotter.fandom.com/wiki/Giant_rat_(creature),
9c88637c-7781-472e-9282-a7e82ed231d8,character,giant-squid-at-the-magical-creatures-reserve,[],,,,Before or during the 1980s,,Yellow,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/8/89/Giant_Squid_HPHM.PNG,[],,Giant Squid at the Magical Creatures Reserve,,,[],Red,Giant Squid,[],[],,https://harrypotter.fandom.com/wiki/Giant_Squid_at_the_Magical_Creatures_Reserve,
8d81f01d-26a2-4876-98e2-f2d3e651815b,character,giant-squid-encountered-by-silvanus-kettleburn,[],,,,Before the 1980s,,Yellow,[],,,,,,[],,Giant Squid encountered by Silvanus Kettleburn,,,[],Red,Giant Squid,[],[],,https://harrypotter.fandom.com/wiki/Giant_Squid_encountered_by_Silvanus_Kettleburn,
bfab67d9-3f15-4da1-83ee-a599bd2f524b,character,gibbon,[],,Pure-blood or half-blood,,,"30 June 1997, Astronomy Tower, Hogwarts Castle, Highlands, Scotland, Great Britain",,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/1/13/Gibbon.jpg,[],,Gibbon,,None,[],,Human,[],"[""Unknown wand, length, and core""]",,https://harrypotter.fandom.com/wiki/Gibbon,
6b4fc2ca-5c6e-4cf4-979f-c15439d9d98e,character,gideon-crumb,[],,,,1975,,,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/1/18/Gideon_Crumb_GOFF.jpg,"[""Bagpipe and Keyboard player for The Weird Sisters""]",,Gideon Crumb,British,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Gideon_Crumb,
d713243d-7d8d-44f1-b473-a05cb1c55b75,character,gideon-flatworthy,[],,,,,"18 September, 1743, Pembrokeshire, Wales",,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/c/c2/GideonFlatworthy.png,"[""Leader of the Accionites""]",,Gideon Flatworthy,British,,[],White,Human,[],"[""Unknown length, wood and core""]",,https://harrypotter.fandom.com/wiki/Gideon_Flatworthy,
3d0eddbf-93f6-4bbd-8cc0-21435e1fd7bc,character,gideon-prewett,[],,Pure-blood,,,1981,Grey,"[""Father"", ""Fabian Prewett (brother) †"", ""Molly Weasley (sister)"", ""Bilius (possible brother) †"", ""Possible brother"", ""Arthur Weasley (brother-in-law)"", ""William Weasley (nephew)"", ""Charles Weasley (nephew)"", ""Percy Weasley (nephew)"", ""Fred Weasley (nephew) †"", ""George Weasley (nephew)"", ""Ronald Weasley (nephew)"", ""Ginevra Potter (niece)"", ""Ignatius Prewett (paternal uncle)"", ""Lucretia Prewett (paternal aunt by marriage)"", ""Tessie (possible aunt)"", ""Second cousin"", ""Possible relative"", ""Leander Prewett (possible relative)"", ""J. E. Prewitt (possible relative)"", ""Prewett family""]",Male,Red,,,https://static.wikia.nocookie.net/harrypotter/images/9/9e/Gideon_Prewett.jpg,[],,Gideon Prewett,English,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Gideon_Prewett,
37daf2ad-c90c-4028-8774-3ab46c76033f,character,gideon-scalby,[],,,,31 August 1982 or earlier,,Grey,[],Male,Blond,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/2/22/Gideon_Scalby.png,[],,Gideon Scalby,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Gideon_Scalby,
b6ca4c90-f95a-4723-82a9-91b71e16e123,character,giffard-abbott,[],,Pure-blood (most likely),,,Before 1989,Brown,"[""Abbott (possibly) †"", ""Mrs Abbott (possibly) †"", ""Hannah Abbott (possibly)"", ""Abbott family""]",Male,Red,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/f/f1/GiffardAbbott2.jpg,"[""Headmaster of Hogwarts School""]",,Giffard Abbott,British or Irish,,[],White,Human,"[""Professor"", ""Headmaster""]",[],,https://harrypotter.fandom.com/wiki/Giffard_Abbott,
66bdb070-fede-4c1a-a4f4-50b4d5110310,character,giffard-abbott-s-dog,[],,,,,Before 1989,Dark,[],Male,Light brown,,,https://static.wikia.nocookie.net/harrypotter/images/0/0b/Giffard_Abbott%27s_dog.png,[],,Giffard Abbott's dog,,,[],,Dog,[],[],,https://harrypotter.fandom.com/wiki/Giffard_Abbott's_dog,
85d90da8-b47d-44d8-849f-f63cab654f1d,character,gifford-ollerton,[],,,,1390,1441 (aged 50-51),Blue,[],Male,Blond,,,https://static.wikia.nocookie.net/harrypotter/images/0/04/Gifford.JPG,"[""Giant-slayer""]",,Gifford Ollerton,British,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Gifford_Ollerton,
0761194a-3b34-48ad-9920-16c7494496cf,character,gigantic-serpent,[],,,,Before 1965 (presumably),,Blue,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/d/d8/Serpenthill.png,"[""Guardian of the enchanted garden""]",,Gigantic serpent,,,[],Purple and green,Snake (with characteristics of dragons and Basilisks),[],[],,https://harrypotter.fandom.com/wiki/Gigantic_serpent,
ed2076f3-169f-46bf-ba2a-a73974833372,character,gigantic-white-worm,[],,,,,,,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c5/Gigantic_white_worm.jpeg,[],,Gigantic white worm,,,[],White,Unknown magical species of worm,[],[],,https://harrypotter.fandom.com/wiki/Gigantic_white_worm,
5cd04e3b-8445-41f7-8ad8-1839a50253a8,character,gilbert-bingley,[],,No-Maj,,,,,"[""Mrs Bingley (wife)""]",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/0c/Gilbert_Bingley_FB1.png,"[""Loan officer at Steen National Bank""]",Married,Gilbert P. Bingley,American,,"[""Mrs Bingley (wife)""]",,Human,[],[],,https://harrypotter.fandom.com/wiki/Gilbert_Bingley,
169243b3-c48b-45a5-96df-9f01d5e2a9c1,character,gilbert-wimple,[],,,,Before 1976,,,[],Male,,,,,"[""Employee of the Committee on Experimental Charms""]",,Gilbert Wimple,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Gilbert_Wimple,
9e4d37c5-d9c3-420a-8c7a-c4f642aaf15b,character,gilderoy-lockhart,[],,Half-blood,Lord Voldemort,26 January 1964,,Blue,"[""Father"", ""Mother"", ""Two older sisters"", ""Lockhart family""]",Male,Blond,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/7/7b/Gilderoy_Lockhart_promotional_image_COSF.jpg,"[""Author"", ""Professor of Defence Against the Dark Arts at Hogwarts (1992-1993)""]",Single,Gilderoy Lockhart,English,Non-corporeal,[],,Human,"[""Seeker"", ""Professor"", ""Club president""]","[""9', cherry, dragon heartstring""]",,https://harrypotter.fandom.com/wiki/Gilderoy_Lockhart,
2dee5d22-e4cd-47c3-9fdb-48f153eba9a4,character,gilderoy-lockhart-s-helper,[],,,,,,,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/1/10/Lockhart%27s_flunkey.jpg,[],,Gilderoy Lockhart's helper,British,,[],Pale,Human,[],[],,https://harrypotter.fandom.com/wiki/Gilderoy_Lockhart's_helper,
1c54ff58-3903-493d-9e7a-4d2167430fb3,character,gilderoy-lockhart-s-mother,[],,Pure-Blood or Half-Blood,,Before 1947 (most likely),,,"[""Mr Lockhart (husband)"", ""Gilderoy Lockhart (son)"", ""Two daughters""]",Female,,,,,[],,Gilderoy Lockhart's mother,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Gilderoy_Lockhart's_mother,
20c8ee51-8c49-4f4c-ade3-bee4ee8c3edf,character,gilderoy-lockhart-s-neighbour,[],,,,,,,[],,,,,,[],,Gilderoy Lockhart's neighbour,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Gilderoy_Lockhart's_neighbour,
03232462-670b-45e7-925f-0a7ffd7648d4,character,gilderoy-lockhart-s-sisters,[],,Squibs,,Before 1964,,,"[""Father"", ""Mother"", ""Gilderoy Lockhart (younger brother)"", ""Lockhart family""]",Females,,,,,[],,Gilderoy Lockhart's sisters,British,,[],,Humans,[],[],,https://harrypotter.fandom.com/wiki/Gilderoy_Lockhart's_sisters,
92b9a2c0-c1c5-4d24-b92b-248953a88c86,character,gillian-ossett,[],,,,Between 1 September 1978 and 31 August 1982 (most likely),,,[],Female,,,Hufflepuff,,[],,Gillian Ossett,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Gillian_Ossett,
ddd053f5-912a-46f2-9964-d9e8bb0b25d6,character,gimkey,[],,,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/6/6b/Gimkey.PNG,"[""Hogwarts kitchens worker""]",,Gimkey,British,,[],Light,House-elf,[],[],,https://harrypotter.fandom.com/wiki/Gimkey,
a3ca4f23-9263-44d6-9480-d49335e64a55,character,gimlet,[],,,,Before 1 September 1993,,,[],,,,,,[],,Gimlet,,,[],,Owl,[],[],,https://harrypotter.fandom.com/wiki/Gimlet,
2706c1f7-ac4b-4fb7-952c-1acdd9e02f13,character,ginevra-weasley,"[""Ginny (by family & friends)"", ""Gin (by Harry Potter)"", ""Skinny Ginny (by Ronald Weasley)""]",,Pure-blood,Lord Voldemort,"11 August 1981, Great Britain",,Bright brown,"[""Arthur Weasley (father)"", ""Molly Weasley (née Prewett) (mother)"", ""William Weasley (older brother)"", ""Charles Weasley (older brother)"", ""Percy Weasley (older brother)"", ""Fred Weasley (older brother) †"", ""George Weasley (older brother)"", ""Ronald Weasley (older brother)"", ""Harry Potter (husband)"", ""James Potter (II) (son)"", ""Albus Potter (son)"", ""Lily Potter (II) (daughter)"", ""James Potter (I) (father-in-law) †"", ""Lily Potter (I) (née Evans) (mother-in-law) †"", ""Fleur Weasley (née Delacour) (sister-in-law)"", ""Audrey Weasley (sister-in-law)"", ""Angelina Weasley (née Johnson) (sister-in-law)"", ""Hermione Granger (sister-in-law)"", ""Padma Patil (sister-in-law in alternate timeline)"", ""Victoire Weasley (niece)"", ""Dominique Weasley (niece)"", ""Louis Weasley (nephew)"", ""Molly Weasley (II) (niece)"", ""Lucy Weasley (niece)"", ""Fred Weasley (II) (nephew)"", ""Roxanne Weasley (niece)"", ""Rose Granger-Weasley (niece)"", ""Hugo Granger-Weasley (nephew)"", ""Panju Weasley (nephew in alternate timeline)"", ""Two paternal uncles"", ""Fabian Prewett (maternal uncle) †"", ""Gideon Prewett (maternal uncle) †"", ""Bilius (uncle or uncle by marriage) †"", ""Uncle or uncle by marriage"", ""First cousin"", ""Septimus Weasley (paternal grandfather)"", ""Cedrella Weasley (née Black) (paternal grandmother)"", ""Maternal grandfather"", ""Matilda Weasley (possible relative)"", ""G. Weasley (possible relative)"", ""Garreth Weasley (possible relative)"", ""Possible relative"", ""Possible relatives"", ""Hector Weasley (possible relative)"", ""Weasley family (paternal family)"", ""Prewett family (maternal family)"", ""Potter family (in-laws/descendants)""]",Female,Red,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/8/8b/Ginny_Weasley_hbp_promo.jpg,"[""Chaser for the Holyhead Harpies (formerly)"", ""Senior Quidditch Correspondent for the Daily Prophet (formerly)"", ""Sports editor for the Daily Prophet""]",Married,Ginevra Molly Potter (née Weasley),English,Horse,"[""Michael Corner (ex-boyfriend)"", ""Dean Thomas (ex-boyfriend)"", ""Harry Potter (husband)""]",,Human,"[""Chaser"", ""Seeker""]","[""Yew, unknown length, unknown core""]",,https://harrypotter.fandom.com/wiki/Ginevra_Weasley,
2452281b-78c6-4193-bc49-57d57bd7623b,character,ginger-musician,[],,Muggle,,,,,[],Female,,,,,"[""Musician""]",,Ginger,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Ginger_(musician),
dfbab18c-c6e7-455b-81a7-00b488193410,character,ginger-witch,[],,,,,,,[],Female,Red,,,,"[""Career criminal""]",,Ginger Witch,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Ginger_Witch,
373ac2e5-7f62-4200-b687-7f00ffea0664,character,girl-sorted-in-1858,[],,,,Between 1 September 1846 and 31 August 1847,,,[],Female,,,,,[],,Girl Sorted in 1858,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Girl_Sorted_in_1858,
bf442636-86d9-4955-9568-60eb3db9b8fc,character,girl-who-played-amata,[],,,,,,,[],Female,,,,,[],,Girl who played Amata,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Girl_who_played_Amata,
d822a707-cb2d-4bb4-bb0f-b1be81a03257,character,girl-who-played-asha,[],,,,,,,[],Female,,,,,[],,Girl who played Asha,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Girl_who_played_Asha,
3f2d443b-250e-4437-a759-23ecc2e2a6be,character,girl-whose-quill-was-taken-by-cedric,[],,,,Between 1 September 1974  and 31 August 1976 (most likely),,Dark,[],Female,Blonde,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/8/85/HufflepuffGirl2.png,[],,Girl whose quill was taken by Cedric,British or Irish,,[],White,Human,"[""Prefect""]",[],,https://harrypotter.fandom.com/wiki/Girl_whose_quill_was_taken_by_Cedric,
105d1dfd-4817-478c-9615-14632a13f2bb,character,girl-who-tested-fainting-fancies,[],,,,Between 1 September 1983 and 31 August 1984 (most likely),,,[],Female,Dark,,Gryffindor,,[],,Girl who tested Fainting Fancies,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Girl_who_tested_Fainting_Fancies,
20924f21-daa9-4e84-8acb-b8c33fed47f7,character,girl-with-flowers,[],,,,,Before 1991 (possibly),,[],Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/e/ee/Girl_with_flowers.jpg,[],,Girl with Flowers,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Girl_with_Flowers,
4f6f8a80-be39-4433-9c1f-af06fe69fbaa,character,gladwin-moon,[],,,Demiguise,In or before 1873,,Dark,"[""Lily Moon (possible relative)"", ""Dennis Moon (possible relative)"", ""Leonard Spencer-Moon (possible relative)"", ""Moon family""]",Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/3/35/Gladwin_Moon.png,"[""Caretaker at Hogwarts School""]",,Gladwin Moon,"Korean (at one point), British or Irish",,[],Pale,Human,[],[],,https://harrypotter.fandom.com/wiki/Gladwin_Moon,
033a1583-dd28-4a4f-9951-c2cf4475fa06,character,gladys-boothby,[],,,,Prior to 1883,,,[],Female,,,,,"[""Broom-maker""]",,Gladys Boothby,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Gladys_Boothby,
f47a260b-8b9a-4479-b8db-9e566b20e3f1,character,gladys-gudgeon,[],,,,,,,"[""Davey Gudgeon (possibly)"", ""Galvin Gudgeon (possibly)"", ""Gudgeon family""]",Female,,,,,[],,Gladys Gudgeon,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Gladys_Gudgeon,
5f7e5eb3-cbc6-4447-ad98-810776ee132c,character,gladys-prescott,[],,,,31 August 1982 or earlier,,,[],Female,,,Hufflepuff,,[],,Gladys Prescott,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Gladys_Prescott,
9e286046-a283-4b78-835d-f7a7ba925bdd,character,glanmore-peakes,[],,,,"1677, Scotland, Great Britain",1761 (aged 83–84),Blue,"[""Jimmy Peakes (possible relative)"", ""Sean Peakes (possible relative)""]",Male,Red,,,https://static.wikia.nocookie.net/harrypotter/images/e/e4/Glanmore_Peakes1.jpg,[],,Glanmore Peakes,Scottish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Glanmore_Peakes,
e821e611-390e-4409-9a92-e85f76bb23c7,character,glen,[],,,,,Pre 1991,,[],Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/3/32/Glen88.png,[],,Glen,,,[],Fair,Human,[],[],,https://harrypotter.fandom.com/wiki/Glen,
1155466c-dbd6-47ba-8b56-8ab2b0729fb1,character,glenda-chittock,[],,,,1964,,,[],Female,Black and silver,,,https://static.wikia.nocookie.net/harrypotter/images/c/c4/Glenda_Chittock.jpg,"[""Host of Witching Hour on the Wizarding Wireless Network""]",,Glenda Chittock,British,,[],Pale,Human,[],[],,https://harrypotter.fandom.com/wiki/Glenda_Chittock,
be2b6d50-bd65-4c7e-b043-d1199a0c048c,character,glenna-golding,[],,Half-blood,,c. 1960s,,Light blue,"[""Tiburon Merriweather (father) †"", ""Mother"", ""Older sister"", ""Shane Golding (husband) †"", ""Nyle Golding (son)"", ""Merriweather family"", ""Golding family""]",Female,Ginger with light brown streak,,,https://static.wikia.nocookie.net/harrypotter/images/6/61/GlennaGolding_MA.png,"[""Employee of the Muggle-Worthy Excuse Committee (formerly)""]",Widowed,Glenna Golding (née Merriweather),British or Irish,,"[""Shane Golding (husband) †""]",Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Glenna_Golding,
b276f97c-6dfd-4c10-a094-87b586b5cc6e,character,glinda-crook,[],,,,,,,[],Female,,,,,"[""Activist for the Campaign for Greater Freedom for Wizards""]",,Glinda Crook,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Glinda_Crook,
1d3fa21b-b1b6-40a3-8a7d-e8f4e85fad6c,character,gloomy-nuns,[],,,,,On or before 31 October 1992,,[],Females,,,,https://static.wikia.nocookie.net/harrypotter/images/1/11/B2C8M1_cropped_gloomy_nuns.png,"[""Nuns""]",Unmarried,Gloomy nuns,,,[],Pale,"Humans (formerly), Ghosts",[],[],,https://harrypotter.fandom.com/wiki/Gloomy_nuns,
c461631f-1432-4fa9-b38e-820ac16616b4,character,glover-hipworth,[],,,,1742,1805 (aged 62  - 63),,[],Male,Grey (formerly dirty blond),,,https://static.wikia.nocookie.net/harrypotter/images/4/42/Glover_Hipworth.jpg,"[""Potioneer""]",,Glover Hipworth,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Glover_Hipworth,
5749a7be-9906-461d-a89d-6467e9ea7b52,character,glow-bug-at-the-magical-creatures-reserve,[],,,,,,"White, Glowing",[],,,,,https://static.wikia.nocookie.net/harrypotter/images/2/23/Glow_Bug_at_the_Magical_Creatures_Reserve.png,[],,Glow Bug at the Magical Creatures Reserve,,,[],Translucent/Luminescent,Glow Bug,[],[],,https://harrypotter.fandom.com/wiki/Glow_Bug_at_the_Magical_Creatures_Reserve,
23b73605-4428-4012-b7d0-f06540b89328,character,glow-bug-swarm-at-the-magical-creatures-reserve,[],,,,,,"White, Glowing",[],,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c9/Glow_Bug_Swarm_at_the_Magical_Creatures_Reserve.png,[],,Glow Bug swarm at the Magical Creatures Reserve,,,[],Translucent/Luminescent,Glow Bug,[],[],,https://harrypotter.fandom.com/wiki/Glow_Bug_swarm_at_the_Magical_Creatures_Reserve,
ccd9213f-27d5-4ff9-bb44-bcde9648dfd4,character,glum,[],,,,Before 1 September 1993,,,[],,,,,,[],,Glum,,,[],,Owl,[],[],,https://harrypotter.fandom.com/wiki/Glum,
681a06ec-a7aa-4d68-86a6-2bba43fc92a3,character,glynis-mexborough,[],,,,"31 August 1982 or earlier,",,Grey,[],Female,Red,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/3/33/Glynis_Mexborough.png,[],,Glynis Mexborough,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Glynis_Mexborough,
c138ae31-9a84-4044-ba36-4771285ea5c0,character,glynnis-griffiths,[],,,,Before 1936 (most likely),,,"[""Wilda Griffiths (possibly)""]",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/0/0b/Glynnis_Griffiths.jpg,"[""Seeker for the Holyhead Harpies (formerly)""]",,Glynnis Griffiths,British,,[],White,Human,"[""Seeker""]",[],,https://harrypotter.fandom.com/wiki/Glynnis_Griffiths,
8683c189-a25e-447a-b9a8-804d2ef99913,character,gnarlak,[],,,,Pre-1927,,Black,[],Male,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/1/1a/Gnarlak_FBposter.jpg,"[""Gangster"", ""Owner of The Blind Pig""]",,Gnarlak,American,,[],,Goblin,[],[],,https://harrypotter.fandom.com/wiki/Gnarlak,
fa989b97-79a2-4f38-91eb-2956b22e7b26,character,gnome-at-the-magical-creatures-reserve,[],,,,,,,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/2/2f/Gnome_from_burrow.png,[],,Gnome at the Magical Creatures Reserve,,,[],Light green,Gnome,[],[],,https://harrypotter.fandom.com/wiki/Gnome_at_the_Magical_Creatures_Reserve,
2a84660b-6948-4e38-81a3-8551a71a7613,character,gobban-stoneham,[],,,,Between 1 September 1990 and 31 August 1997,,Green,[],Male,Reddish-brown,,,https://static.wikia.nocookie.net/harrypotter/images/8/83/Gobban_Stoneham_MA.jpg,[],,Gobban Stoneham,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Gobban_Stoneham,
8affb96a-1bc6-493f-b194-f8385af8dd1b,character,goblet-of-fire-casket-carriers,[],,,,,,,[],Males,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/d/dd/Goblet_of_Fire_casket_carriers.jpg,"[""British Ministry of Magic employees""]",,Goblet of Fire casket carriers,British,,[],Light,Humans,[],[],,https://harrypotter.fandom.com/wiki/Goblet_of_Fire_casket_carriers,
d873b0d1-c179-4d45-b5a3-54c89de95770,character,goblin-banker,[],,,,Before 1890,"1 September 1890, Vault 12, Gringotts Wizarding Bank, London, England",Black,[],Male,Grey-blue-green,,,https://static.wikia.nocookie.net/harrypotter/images/6/69/Unidentified_goblin-_HL.jpeg,"[""Banker at Gringotts Wizarding Bank""]",,Goblin Banker,,,[],Light,Goblin,[],[],,https://harrypotter.fandom.com/wiki/Goblin_Banker,
55875c4c-1773-4db7-83bc-3bfffdb9d5fd,character,unidentified-goblin-caroler-i,[],,,,,,Black,[],Male,,,,,"[""Caroler""]",,Goblin caroler,,,[],Pale,Goblin,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_goblin_caroler_(I),
a9a88c61-7659-457d-80c5-7c79247c91e5,character,ludovic-bagman-s-goblin-creditors,[],,,,,,Black,[],Males (most likely),,,,,"[""Creditors""]",,Goblin creditors,,,[],,Goblins,[],[],,https://harrypotter.fandom.com/wiki/Ludovic_Bagman's_goblin_creditors,
216c02d1-9b0e-4cfc-b080-95efdef46f6e,character,goblin-family-near-nottingham,[],,,,,"c. 1970sNear Nottingham, England, Great Britain",,[],"Males, Females",,,,,[],,Goblin family near Nottingham,English,,[],,Goblin,[],[],,https://harrypotter.fandom.com/wiki/Goblin_family_near_Nottingham,
9fe71367-8a29-4211-a0d6-dc0ad1b88f34,character,goblin-killed-by-sebastian-sallow,[],,,,,1890s,Red,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/f/f9/Goblin_killed_by_Sebastian_Sallow_HL.png,[],,Goblin killed by Sebastian Sallow,,,[],Light,Goblin,[],[],,https://harrypotter.fandom.com/wiki/Goblin_killed_by_Sebastian_Sallow,
9749abf5-1b77-4532-a53c-2a5b20fbd490,character,god,[],,,,Amortal (presumably),,,"[""Jesus (believed son)""]",,,,,,[],,God,,,[],,Deity,[],[],,https://harrypotter.fandom.com/wiki/God,
58fe2930-abe9-4f49-a960-9ba6a05ba70c,character,godelot,[],,,,Middle Ages,Middle Ages,,"[""Hereward (son)""]",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e4/Godelot.jpg,"[""Author""]",,Godelot,,,[],,Human,[],"[""Unknown wand"", ""15', Elder, Thestral tail hair core""]",,https://harrypotter.fandom.com/wiki/Godelot,
3af5b69a-05d5-446a-832f-55988f15db6b,character,godfrey,[],,,,,1978 or earlier,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/3/34/Godfrey_%28ghost%29.png,"[""Guard""]",,Godfrey,,,[],,"Human (formerly), Ghost",[],[],,https://harrypotter.fandom.com/wiki/Godfrey,
ec9e8b78-9fca-4eea-9286-1f6daca73c2e,character,godfrey-midhurst,[],,,,31 August 1982 or earlier,,Brown,[],Male,Brown,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/a/a1/Godfrey_Midhurst.png,[],,Godfrey Midhurst,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Godfrey_Midhurst,
166e6eed-30cb-4dd8-8010-319c0a20b553,character,godfrey-the-gormless,[],,,,,Before 1991,,[],Male,,,,,[],,Godfrey the Gormless,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Godfrey_the_Gormless,
0c1dabcf-d4e3-4aeb-96d6-09a80a1f94c1,character,godric-gryffindor,[],,Pure-blood or half-blood,,"Pre-976, Godric's Hollow, West Country, England, Great Britain",11th century (possibly),Green,[],Male,Red,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/3/31/Founders_gryffindor1.jpg,"[""Teacher at Hogwarts School of Witchcraft and Wizardry"", ""Founder of Hogwarts School of Witchcraft and Wizardry""]",,Godric Gryffindor,English,Non-corporeal,[],Light,Human,"[""Professor""]",[],,https://harrypotter.fandom.com/wiki/Godric_Gryffindor,
02fc04cc-6220-4f79-bf21-39cb8b653a9a,character,godric-s-hollow-muggle-boy,[],,Muggle,,,,,[],Male,,,,,[],,Godric's Hollow Boy,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Godric's_Hollow_Muggle_boy,
b2652574-f75c-40cb-a81d-43fa3f9f4ad1,character,goldstein-sisters-grandfather,[],,,,Before 1867,,,"[""Son or son-in-law †"", ""Daughter or daughter-in-law †"", ""Porpentina Scamander (née Goldstein) (granddaughter)"", ""Queenie Goldstein (granddaughter)"", ""Anthony Goldstein (possible relative)"", ""Quentin Kowalski (possible relative)""]",Male,,,,,"[""Owl breeder""]",,Goldstein sisters' grandfather,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Goldstein_sisters'_grandfather,
